Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,concept:name,lifecycle:transition,org:group
case-6545,T02 Check confirmation of receipt-complete,Resource06,2011/03/23 22:34:44.560,Variant 1,1,Desk,General,,Resource06,task-17421,T02 Check confirmation of receipt,complete,Group 4
case-6545,T04 Determine confirmation of receipt-complete,Resource06,2011/03/23 22:34:56.770,Variant 1,1,Desk,General,,Resource06,task-17423,T04 Determine confirmation of receipt,complete,Group 3
case-6545,T05 Print and send confirmation of receipt-complete,Resource06,2011/03/23 22:35:06.274,Variant 1,1,Desk,General,,Resource06,task-17424,T05 Print and send confirmation of receipt,complete,Group 2
case-6545,T06 Determine necessity of stop advice-complete,Resource06,2011/03/23 22:35:18.651,Variant 1,1,Desk,General,,Resource06,task-17422,T06 Determine necessity of stop advice,complete,Group 1
case-6545,T10 Determine necessity to stop indication-complete,Resource06,2011/03/23 22:35:31.546,Variant 1,1,Desk,General,,Resource06,task-17425,T10 Determine necessity to stop indication,complete,Group 1
case-6585,T02 Check confirmation of receipt-complete,Resource01,2011/03/24 20:37:38.231,Variant 1,1,Internet,General,,Resource11,task-17603,T02 Check confirmation of receipt,complete,Group 4
case-6585,T04 Determine confirmation of receipt-complete,Resource01,2011/03/24 20:37:50.901,Variant 1,1,Internet,General,,Resource11,task-17605,T04 Determine confirmation of receipt,complete,Group 3
case-6585,T05 Print and send confirmation of receipt-complete,Resource01,2011/03/24 20:38:07.839,Variant 1,1,Internet,General,,Resource11,task-17606,T05 Print and send confirmation of receipt,complete,Group 2
case-6585,T06 Determine necessity of stop advice-complete,Resource01,2011/04/14 17:31:58.267,Variant 1,1,Internet,General,,Resource11,task-17604,T06 Determine necessity of stop advice,complete,Group 1
case-6585,T10 Determine necessity to stop indication-complete,Resource01,2011/04/14 17:32:18.890,Variant 1,1,Internet,General,,Resource11,task-20472,T10 Determine necessity to stop indication,complete,Group 1
case-6606,T06 Determine necessity of stop advice-complete,Resource08,2011/03/23 21:40:54.342,Variant 6,6,Internet,General,,Resource08,task-17397,T06 Determine necessity of stop advice,complete,Group 1
case-6606,T10 Determine necessity to stop indication-complete,Resource08,2011/03/23 21:49:38.630,Variant 6,6,Internet,General,,Resource08,task-17407,T10 Determine necessity to stop indication,complete,Group 1
case-6606,T05 Print and send confirmation of receipt-complete,admin1,2011/03/24 21:37:52.725,Variant 6,6,Internet,General,,Resource08,task-17470,T05 Print and send confirmation of receipt,complete,Group 2
case-6607,T02 Check confirmation of receipt-complete,Resource06,2011/03/30 16:53:12.829,Variant 5,5,Internet,General,,Resource06,task-18420,T02 Check confirmation of receipt,complete,Group 4
case-6607,T06 Determine necessity of stop advice-complete,Resource06,2011/03/30 16:53:25.969,Variant 5,5,Internet,General,,Resource06,task-18421,T06 Determine necessity of stop advice,complete,Group 1
case-6607,T10 Determine necessity to stop indication-complete,Resource06,2011/03/30 16:53:41.794,Variant 5,5,Internet,General,,Resource06,task-18423,T10 Determine necessity to stop indication,complete,Group 1
case-6607,T04 Determine confirmation of receipt-complete,Resource10,2011/03/30 17:31:18.653,Variant 5,5,Internet,General,,Resource06,task-18422,T04 Determine confirmation of receipt,complete,Group 3
case-6607,T05 Print and send confirmation of receipt-complete,admin1,2011/03/31 15:06:40.828,Variant 5,5,Internet,General,,Resource06,task-18462,T05 Print and send confirmation of receipt,complete,Group 2
case-6610,T02 Check confirmation of receipt-complete,Resource01,2011/03/24 20:42:27.947,Variant 1,1,Internet,General,,Resource11,task-17608,T02 Check confirmation of receipt,complete,Group 4
case-6610,T04 Determine confirmation of receipt-complete,Resource01,2011/03/24 20:42:41.839,Variant 1,1,Internet,General,,Resource11,task-17610,T04 Determine confirmation of receipt,complete,Group 3
case-6610,T05 Print and send confirmation of receipt-complete,Resource01,2011/03/24 20:42:54.223,Variant 1,1,Internet,General,,Resource11,task-17611,T05 Print and send confirmation of receipt,complete,Group 2
case-6610,T06 Determine necessity of stop advice-complete,Resource01,2011/04/14 17:42:31.449,Variant 1,1,Internet,General,,Resource11,task-17609,T06 Determine necessity of stop advice,complete,Group 1
case-6610,T10 Determine necessity to stop indication-complete,Resource01,2011/04/14 17:42:48.954,Variant 1,1,Internet,General,,Resource11,task-20490,T10 Determine necessity to stop indication,complete,Group 1
case-6612,T06 Determine necessity of stop advice-complete,Resource08,2011/03/23 18:42:29.855,Variant 6,6,Internet,General,,Resource08,task-17365,T06 Determine necessity of stop advice,complete,Group 1
case-6612,T10 Determine necessity to stop indication-complete,Resource08,2011/03/23 18:42:49.961,Variant 6,6,Internet,General,,Resource08,task-17370,T10 Determine necessity to stop indication,complete,Group 1
case-6612,T05 Print and send confirmation of receipt-complete,admin1,2011/03/24 21:35:40.225,Variant 6,6,Internet,General,,Resource08,task-17466,T05 Print and send confirmation of receipt,complete,Group 2
case-6617,T02 Check confirmation of receipt-complete,Resource17,2011/04/28 16:39:57.087,Variant 1,1,Internet,General,,Resource17,task-22517,T02 Check confirmation of receipt,complete,Group 4
case-6617,T04 Determine confirmation of receipt-complete,Resource17,2011/04/28 16:40:08.486,Variant 1,1,Internet,General,,Resource17,task-22521,T04 Determine confirmation of receipt,complete,Group 3
case-6617,T05 Print and send confirmation of receipt-complete,Resource17,2011/04/28 16:40:18.582,Variant 1,1,Internet,General,,Resource17,task-22522,T05 Print and send confirmation of receipt,complete,Group 2
case-6617,T06 Determine necessity of stop advice-complete,Resource17,2011/04/28 16:40:28.675,Variant 1,1,Internet,General,,Resource17,task-22518,T06 Determine necessity of stop advice,complete,Group 1
case-6617,T10 Determine necessity to stop indication-complete,Resource17,2011/04/28 16:40:46.481,Variant 1,1,Internet,General,,Resource17,task-22523,T10 Determine necessity to stop indication,complete,Group 1
case-6622,T02 Check confirmation of receipt-complete,Resource18,2011/03/24 15:54:04.077,Variant 26,26,Internet,General,,Resource18,task-17478,T02 Check confirmation of receipt,complete,Group 4
case-6622,T05 Print and send confirmation of receipt-complete,Resource18,2011/03/24 15:58:31.073,Variant 26,26,Internet,General,,Resource18,task-17483,T05 Print and send confirmation of receipt,complete,Group 2
case-6622,T06 Determine necessity of stop advice-complete,Resource18,2011/03/24 15:58:52.772,Variant 26,26,Internet,General,,Resource18,task-17479,T06 Determine necessity of stop advice,complete,Group 1
case-6622,T10 Determine necessity to stop indication-complete,Resource18,2011/03/24 15:59:14.590,Variant 26,26,Internet,General,,Resource18,task-17484,T10 Determine necessity to stop indication,complete,Group 1
case-6631,T02 Check confirmation of receipt-complete,Resource06,2011/03/28 21:11:24.133,Variant 5,5,Post,General,,Resource06,task-18092,T02 Check confirmation of receipt,complete,Group 4
case-6631,T06 Determine necessity of stop advice-complete,Resource06,2011/03/28 21:40:39.470,Variant 5,5,Post,General,,Resource06,task-18093,T06 Determine necessity of stop advice,complete,Group 1
case-6631,T10 Determine necessity to stop indication-complete,Resource06,2011/03/28 21:40:53.816,Variant 5,5,Post,General,,Resource06,task-18133,T10 Determine necessity to stop indication,complete,Group 1
case-6631,T04 Determine confirmation of receipt-complete,Resource10,2011/03/30 16:29:33.636,Variant 5,5,Post,General,,Resource06,task-18094,T04 Determine confirmation of receipt,complete,Group 3
case-6631,T05 Print and send confirmation of receipt-complete,admin1,2011/03/31 15:18:05.229,Variant 5,5,Post,General,,Resource06,task-18399,T05 Print and send confirmation of receipt,complete,Group 2
case-6644,T06 Determine necessity of stop advice-complete,Resource17,2011/04/04 20:18:57.120,Variant 155,155,Post,General,,Resource17,task-18788,T06 Determine necessity of stop advice,complete,Group 1
case-6644,T10 Determine necessity to stop indication-complete,Resource17,2011/04/04 20:19:19.931,Variant 155,155,Post,General,,Resource17,task-18964,T10 Determine necessity to stop indication,complete,Group 1
case-6644,T05 Print and send confirmation of receipt-complete,admin1,2011/04/06 21:13:41.894,Variant 155,155,Post,General,,Resource17,task-18794,T05 Print and send confirmation of receipt,complete,Group 2
case-6644,T11 Create document X request unlicensed-complete,admin2,2011/04/21 16:15:37.535,Variant 155,155,Post,General,,Resource17,task-18965,T11 Create document X request unlicensed,complete,Group 1
case-6645,T06 Determine necessity of stop advice-complete,Resource11,2011/03/28 20:14:38.609,Variant 3,3,Post,General,,Resource11,task-18071,T06 Determine necessity of stop advice,complete,Group 1
case-6645,T10 Determine necessity to stop indication-complete,Resource11,2011/03/28 20:15:05.202,Variant 3,3,Post,General,,Resource11,task-18072,T10 Determine necessity to stop indication,complete,Group 1
case-6645,T04 Determine confirmation of receipt-complete,Resource10,2011/03/31 21:20:45.078,Variant 3,3,Post,General,,Resource11,task-18559,T04 Determine confirmation of receipt,complete,Group 3
case-6645,T05 Print and send confirmation of receipt-complete,admin1,2011/04/06 20:06:51.934,Variant 3,3,Post,General,,Resource11,task-18716,T05 Print and send confirmation of receipt,complete,Group 2
case-6646,T02 Check confirmation of receipt-complete,Resource02,2011/03/29 16:48:39.665,Variant 1,1,Post,General,,Resource02,task-18206,T02 Check confirmation of receipt,complete,Group 4
case-6646,T04 Determine confirmation of receipt-complete,Resource02,2011/03/29 16:48:53.630,Variant 1,1,Post,General,,Resource02,task-18208,T04 Determine confirmation of receipt,complete,Group 3
case-6646,T05 Print and send confirmation of receipt-complete,Resource02,2011/03/29 16:49:09.034,Variant 1,1,Post,General,,Resource02,task-18209,T05 Print and send confirmation of receipt,complete,Group 2
case-6646,T06 Determine necessity of stop advice-complete,Resource02,2011/03/29 18:18:21.237,Variant 1,1,Post,General,,Resource02,task-18207,T06 Determine necessity of stop advice,complete,Group 1
case-6646,T10 Determine necessity to stop indication-complete,Resource02,2011/03/29 18:23:43.362,Variant 1,1,Post,General,,Resource02,task-18254,T10 Determine necessity to stop indication,complete,Group 1
case-6648,T02 Check confirmation of receipt-complete,Resource02,2011/03/29 17:45:37.188,Variant 1,1,Post,General,,Resource02,task-18214,T02 Check confirmation of receipt,complete,Group 4
case-6648,T04 Determine confirmation of receipt-complete,Resource02,2011/03/29 17:45:49.119,Variant 1,1,Post,General,,Resource02,task-18234,T04 Determine confirmation of receipt,complete,Group 3
case-6648,T05 Print and send confirmation of receipt-complete,Resource02,2011/03/29 17:46:00.654,Variant 1,1,Post,General,,Resource02,task-18235,T05 Print and send confirmation of receipt,complete,Group 2
case-6648,T06 Determine necessity of stop advice-complete,Resource02,2011/03/29 17:46:21.883,Variant 1,1,Post,General,,Resource02,task-18215,T06 Determine necessity of stop advice,complete,Group 1
case-6648,T10 Determine necessity to stop indication-complete,Resource02,2011/03/29 17:46:40.975,Variant 1,1,Post,General,,Resource02,task-18236,T10 Determine necessity to stop indication,complete,Group 1
case-6649,T05 Print and send confirmation of receipt-complete,admin1,2011/04/06 20:30:46.310,Variant 21,21,Post,General,,Resource11,task-18728,T05 Print and send confirmation of receipt,complete,Group 2
case-6649,T06 Determine necessity of stop advice-complete,Resource11,2011/05/12 20:58:44.794,Variant 21,21,Post,General,,Resource11,task-18088,T06 Determine necessity of stop advice,complete,Group 1
case-6649,T10 Determine necessity to stop indication-complete,Resource11,2011/05/12 21:00:55.063,Variant 21,21,Post,General,,Resource11,task-24761,T10 Determine necessity to stop indication,complete,Group 1
case-6650,T02 Check confirmation of receipt-complete,Resource06,2011/04/12 16:21:19.864,Variant 1,1,Post,General,,Resource06,task-19964,T02 Check confirmation of receipt,complete,Group 4
case-6650,T04 Determine confirmation of receipt-complete,Resource06,2011/04/12 16:21:32.123,Variant 1,1,Post,General,,Resource06,task-19966,T04 Determine confirmation of receipt,complete,Group 3
case-6650,T05 Print and send confirmation of receipt-complete,Resource06,2011/04/12 16:21:44.216,Variant 1,1,Post,General,,Resource06,task-19967,T05 Print and send confirmation of receipt,complete,Group 2
case-6650,T06 Determine necessity of stop advice-complete,Resource06,2011/04/12 16:21:56.804,Variant 1,1,Post,General,,Resource06,task-19965,T06 Determine necessity of stop advice,complete,Group 1
case-6650,T10 Determine necessity to stop indication-complete,Resource06,2011/04/12 16:22:29.313,Variant 1,1,Post,General,,Resource06,task-19968,T10 Determine necessity to stop indication,complete,Group 1
case-6653,T02 Check confirmation of receipt-complete,Resource06,2011/03/29 16:11:56.752,Variant 5,5,Post,General,,Resource06,task-18181,T02 Check confirmation of receipt,complete,Group 4
case-6653,T06 Determine necessity of stop advice-complete,Resource06,2011/03/29 16:12:14.032,Variant 5,5,Post,General,,Resource06,task-18182,T06 Determine necessity of stop advice,complete,Group 1
case-6653,T10 Determine necessity to stop indication-complete,Resource06,2011/03/29 16:12:29.919,Variant 5,5,Post,General,,Resource06,task-18185,T10 Determine necessity to stop indication,complete,Group 1
case-6653,T04 Determine confirmation of receipt-complete,Resource10,2011/03/30 16:37:24.914,Variant 5,5,Post,General,,Resource06,task-18184,T04 Determine confirmation of receipt,complete,Group 3
case-6653,T05 Print and send confirmation of receipt-complete,admin1,2011/03/31 14:47:54.232,Variant 5,5,Post,General,,Resource06,task-18402,T05 Print and send confirmation of receipt,complete,Group 2
case-6654,T04 Determine confirmation of receipt-complete,Resource19,2011/03/31 14:51:16.749,Variant 14,14,Post,General,,Resource11,task-18572,T04 Determine confirmation of receipt,complete,Group 3
